timestamp, utilization.gpu [%], pstate, temperature.gpu, clocks.current.sm [MHz], power.draw [W]
2023/07/13 18:15:34.517, 100, P0, 35, 745, 103.18
2023/07/13 18:15:34.523, 100, P0, 35, 745, 103.18
2023/07/13 18:15:34.533, 100, P0, 35, 745, 103.18
2023/07/13 18:15:34.538, 100, P0, 35, 745, 103.18
2023/07/13 18:15:34.549, 100, P0, 35, 745, 103.18
2023/07/13 18:15:34.554, 100, P0, 35, 745, 103.18
2023/07/13 18:15:34.564, 100, P0, 35, 745, 103.18
2023/07/13 18:15:34.569, 100, P0, 35, 745, 103.18
2023/07/13 18:15:34.579, 100, P0, 35, 745, 103.18
2023/07/13 18:15:34.585, 100, P0, 35, 745, 103.18
2023/07/13 18:15:34.594, 100, P0, 35, 745, 103.18
2023/07/13 18:15:34.600, 100, P0, 35, 745, 103.27
2023/07/13 18:15:34.610, 100, P0, 35, 745, 103.27
2023/07/13 18:15:34.616, 100, P0, 35, 745, 103.27
2023/07/13 18:15:34.626, 100, P0, 35, 745, 103.27
2023/07/13 18:15:34.631, 100, P0, 35, 745, 103.27
2023/07/13 18:15:34.641, 100, P0, 35, 745, 103.27
2023/07/13 18:15:34.647, 100, P0, 35, 745, 103.37
2023/07/13 18:15:34.657, 100, P0, 35, 745, 103.37
2023/07/13 18:15:34.662, 100, P0, 35, 745, 103.37
2023/07/13 18:15:34.672, 100, P0, 35, 745, 103.37
2023/07/13 18:15:34.677, 100, P0, 35, 745, 103.37
2023/07/13 18:15:34.687, 100, P0, 35, 745, 103.37
2023/07/13 18:15:34.693, 100, P0, 35, 745, 103.27
2023/07/13 18:15:34.703, 100, P0, 35, 745, 103.27
2023/07/13 18:15:34.708, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.718, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.724, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.734, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.739, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.749, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.754, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.764, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.770, 100, P0, 35, 745, 103.08
