timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%]
2023/05/05 01:31:00.263, 77.72, 0, 0
2023/05/05 01:31:00.268, 77.72, 0, 0
2023/05/05 01:31:00.275, 77.72, 0, 0
2023/05/05 01:31:00.280, 77.72, 0, 0
2023/05/05 01:31:00.284, 77.72, 0, 0
2023/05/05 01:31:00.288, 77.72, 0, 0
2023/05/05 01:31:00.295, 77.72, 0, 0
2023/05/05 01:31:00.300, 77.72, 0, 0
2023/05/05 01:31:00.304, 77.72, 0, 0
2023/05/05 01:31:00.309, 77.72, 0, 0
2023/05/05 01:31:00.316, 77.72, 0, 0
2023/05/05 01:31:00.320, 77.72, 0, 0
2023/05/05 01:31:00.325, 77.72, 0, 0
2023/05/05 01:31:00.329, 77.72, 0, 0
2023/05/05 01:31:00.336, 77.72, 0, 0
2023/05/05 01:31:00.341, 77.72, 0, 0
2023/05/05 01:31:00.345, 77.72, 0, 0
2023/05/05 01:31:00.350, 77.72, 0, 0
2023/05/05 01:31:00.356, 77.63, 0, 0
2023/05/05 01:31:00.361, 77.63, 0, 0
2023/05/05 01:31:00.366, 77.63, 0, 0
2023/05/05 01:31:00.370, 77.63, 0, 0
2023/05/05 01:31:00.377, 77.63, 0, 0
2023/05/05 01:31:00.382, 77.63, 0, 0
2023/05/05 01:31:00.386, 77.63, 0, 0
2023/05/05 01:31:00.390, 77.63, 0, 0
2023/05/05 01:31:00.397, 77.63, 0, 0
2023/05/05 01:31:00.403, 77.63, 0, 0
2023/05/05 01:31:00.407, 77.63, 0, 0
2023/05/05 01:31:00.412, 77.63, 0, 0
2023/05/05 01:31:00.418, 77.63, 0, 0
2023/05/05 01:31:00.422, 77.63, 0, 0
2023/05/05 01:31:00.427, 77.63, 0, 0
2023/05/05 01:31:00.431, 77.63, 0, 0
2023/05/05 01:31:00.439, 77.63, 0, 0
2023/05/05 01:31:00.443, 77.63, 0, 0
2023/05/05 01:31:00.447, 77.63, 0, 0
2023/05/05 01:31:00.452, 77.63, 0, 0
2023/05/05 01:31:00.458, 77.63, 0, 0
2023/05/05 01:31:00.463, 77.63, 0, 0
2023/05/05 01:31:00.467, 77.63, 0, 0
2023/05/05 01:31:00.472, 77.63, 0, 0
2023/05/05 01:31:00.479, 77.63, 0, 0
2023/05/05 01:31:00.483, 77.63, 0, 0
2023/05/05 01:31:00.488, 77.63, 0, 0
2023/05/05 01:31:00.492, 77.63, 0, 0
2023/05/05 01:31:00.499, 77.63, 0, 0
2023/05/05 01:31:00.503, 77.63, 0, 0
2023/05/05 01:31:00.508, 77.63, 0, 0
2023/05/05 01:31:00.513, 77.63, 0, 0
2023/05/05 01:31:00.520, 77.63, 0, 0
2023/05/05 01:31:00.524, 77.63, 0, 0
2023/05/05 01:31:00.528, 77.63, 0, 0
2023/05/05 01:31:00.533, 77.63, 0, 0
2023/05/05 01:31:00.540, 77.63, 0, 0
2023/05/05 01:31:00.545, 77.63, 0, 0
2023/05/05 01:31:00.549, 77.63, 0, 0
2023/05/05 01:31:00.554, 77.63, 0, 0
2023/05/05 01:31:00.560, 77.63, 0, 0
2023/05/05 01:31:00.565, 77.63, 0, 0
2023/05/05 01:31:00.569, 77.63, 0, 0
2023/05/05 01:31:00.574, 77.63, 0, 0
2023/05/05 01:31:00.581, 77.63, 0, 0
2023/05/05 01:31:00.585, 77.63, 0, 0
2023/05/05 01:31:00.590, 77.63, 0, 0
2023/05/05 01:31:00.594, 77.63, 0, 0
2023/05/05 01:31:00.601, 77.63, 0, 0
2023/05/05 01:31:00.605, 77.63, 0, 0
2023/05/05 01:31:00.610, 77.63, 0, 0
2023/05/05 01:31:00.614, 77.63, 0, 0
2023/05/05 01:31:00.621, 77.63, 0, 0
2023/05/05 01:31:00.626, 77.63, 0, 0
2023/05/05 01:31:00.630, 77.63, 0, 0
2023/05/05 01:31:00.635, 77.63, 0, 0
2023/05/05 01:31:00.642, 77.63, 0, 0
2023/05/05 01:31:00.646, 77.63, 0, 0
2023/05/05 01:31:00.651, 77.63, 0, 0
2023/05/05 01:31:00.655, 77.63, 0, 0
2023/05/05 01:31:00.662, 77.63, 0, 0
2023/05/05 01:31:00.666, 77.63, 0, 0
2023/05/05 01:31:00.671, 77.63, 0, 0
2023/05/05 01:31:00.676, 77.63, 0, 0
2023/05/05 01:31:00.682, 77.63, 0, 0
2023/05/05 01:31:00.687, 77.63, 0, 0
2023/05/05 01:31:00.691, 77.63, 0, 0
2023/05/05 01:31:00.696, 77.63, 0, 0
2023/05/05 01:31:00.703, 77.63, 0, 0
2023/05/05 01:31:00.707, 77.63, 0, 0
2023/05/05 01:31:00.711, 77.63, 1, 0
2023/05/05 01:31:00.716, 77.63, 1, 0
2023/05/05 01:31:00.723, 77.63, 1, 0
2023/05/05 01:31:00.727, 77.63, 1, 0
2023/05/05 01:31:00.732, 77.63, 1, 0
2023/05/05 01:31:00.736, 77.63, 1, 0
2023/05/05 01:31:00.744, 77.63, 1, 0
2023/05/05 01:31:00.748, 77.63, 1, 0
2023/05/05 01:31:00.753, 77.63, 1, 0
2023/05/05 01:31:00.757, 77.63, 1, 0
2023/05/05 01:31:00.764, 203.26, 1, 0
2023/05/05 01:31:00.769, 203.26, 1, 0
2023/05/05 01:31:00.773, 203.26, 1, 0
2023/05/05 01:31:00.777, 203.26, 1, 0
2023/05/05 01:31:00.784, 203.26, 1, 0
2023/05/05 01:31:00.789, 203.26, 1, 0
2023/05/05 01:31:00.793, 203.26, 1, 0
2023/05/05 01:31:00.798, 203.26, 1, 0
2023/05/05 01:31:00.805, 203.26, 1, 0
2023/05/05 01:31:00.809, 203.26, 1, 0
2023/05/05 01:31:00.813, 203.26, 1, 0
2023/05/05 01:31:00.818, 203.26, 1, 0
2023/05/05 01:31:00.825, 203.26, 1, 0
2023/05/05 01:31:00.829, 203.26, 1, 0
2023/05/05 01:31:00.834, 203.26, 1, 0
2023/05/05 01:31:00.838, 203.26, 1, 0
2023/05/05 01:31:00.846, 203.26, 1, 0
2023/05/05 01:31:00.850, 203.26, 1, 0
2023/05/05 01:31:00.854, 203.26, 1, 0
2023/05/05 01:31:00.859, 203.26, 1, 0
2023/05/05 01:31:00.866, 206.61, 1, 0
2023/05/05 01:31:00.870, 206.61, 1, 0
2023/05/05 01:31:00.874, 206.61, 1, 0
2023/05/05 01:31:00.879, 206.61, 1, 0
2023/05/05 01:31:00.886, 206.61, 1, 0
2023/05/05 01:31:00.891, 206.61, 1, 0
2023/05/05 01:31:00.895, 206.61, 1, 0
2023/05/05 01:31:00.899, 206.61, 1, 0
2023/05/05 01:31:00.906, 206.61, 1, 0
2023/05/05 01:31:00.911, 206.61, 1, 0
2023/05/05 01:31:00.915, 206.61, 100, 0
2023/05/05 01:31:00.921, 206.61, 100, 0
2023/05/05 01:31:00.927, 206.61, 100, 0
2023/05/05 01:31:00.932, 206.61, 100, 0
2023/05/05 01:31:00.936, 206.61, 100, 0
2023/05/05 01:31:00.940, 206.61, 100, 0
2023/05/05 01:31:00.947, 206.61, 100, 0
2023/05/05 01:31:00.952, 206.61, 100, 0
2023/05/05 01:31:00.956, 206.61, 100, 0
2023/05/05 01:31:00.961, 206.61, 100, 0
2023/05/05 01:31:00.968, 207.21, 100, 0
2023/05/05 01:31:00.972, 207.21, 100, 0
2023/05/05 01:31:00.977, 207.21, 100, 0
2023/05/05 01:31:00.981, 207.21, 100, 0
2023/05/05 01:31:00.988, 207.21, 100, 0
2023/05/05 01:31:00.993, 207.21, 100, 0
2023/05/05 01:31:00.997, 207.21, 100, 0
2023/05/05 01:31:01.002, 207.21, 100, 0
2023/05/05 01:31:01.008, 207.21, 100, 0
2023/05/05 01:31:01.013, 207.21, 100, 0
2023/05/05 01:31:01.017, 207.21, 100, 0
2023/05/05 01:31:01.022, 207.21, 100, 0
2023/05/05 01:31:01.029, 207.21, 100, 0
2023/05/05 01:31:01.033, 207.21, 100, 0
2023/05/05 01:31:01.038, 207.21, 100, 0
2023/05/05 01:31:01.042, 207.21, 100, 0
2023/05/05 01:31:01.049, 207.21, 100, 0
2023/05/05 01:31:01.054, 207.21, 100, 0
2023/05/05 01:31:01.060, 207.21, 100, 0
2023/05/05 01:31:01.065, 207.21, 100, 0
2023/05/05 01:31:01.071, 207.88, 100, 0
2023/05/05 01:31:01.076, 207.88, 100, 0
2023/05/05 01:31:01.081, 207.88, 100, 0
2023/05/05 01:31:01.086, 207.88, 100, 0
2023/05/05 01:31:01.091, 207.88, 100, 0
2023/05/05 01:31:01.096, 207.88, 100, 0
2023/05/05 01:31:01.100, 207.88, 100, 0
2023/05/05 01:31:01.104, 207.88, 100, 0
2023/05/05 01:31:01.111, 207.88, 100, 0
2023/05/05 01:31:01.115, 207.88, 100, 0
2023/05/05 01:31:01.119, 207.88, 100, 0
2023/05/05 01:31:01.123, 207.88, 100, 0
2023/05/05 01:31:01.127, 207.88, 100, 0
2023/05/05 01:31:01.132, 207.88, 100, 0
2023/05/05 01:31:01.137, 207.88, 100, 0
2023/05/05 01:31:01.141, 207.88, 100, 0
2023/05/05 01:31:01.145, 207.88, 100, 0
2023/05/05 01:31:01.152, 207.88, 100, 0
2023/05/05 01:31:01.156, 207.88, 100, 0
2023/05/05 01:31:01.160, 207.88, 100, 0
2023/05/05 01:31:01.164, 207.88, 100, 0
2023/05/05 01:31:01.168, 207.88, 100, 0
2023/05/05 01:31:01.173, 208.27, 100, 0
2023/05/05 01:31:01.178, 208.27, 100, 0
2023/05/05 01:31:01.182, 208.27, 100, 0
2023/05/05 01:31:01.186, 208.27, 100, 0
2023/05/05 01:31:01.192, 208.27, 100, 0
2023/05/05 01:31:01.196, 208.27, 100, 0
2023/05/05 01:31:01.200, 208.27, 100, 0
2023/05/05 01:31:01.204, 208.27, 100, 0
2023/05/05 01:31:01.208, 208.27, 100, 0
2023/05/05 01:31:01.214, 208.27, 100, 0
2023/05/05 01:31:01.218, 208.27, 100, 0
2023/05/05 01:31:01.222, 208.27, 100, 0
2023/05/05 01:31:01.226, 208.27, 100, 0
2023/05/05 01:31:01.233, 208.27, 100, 0
2023/05/05 01:31:01.237, 208.27, 100, 0
2023/05/05 01:31:01.242, 208.27, 100, 0
2023/05/05 01:31:01.246, 208.27, 100, 0
2023/05/05 01:31:01.250, 208.27, 100, 0
2023/05/05 01:31:01.256, 208.27, 100, 0
2023/05/05 01:31:01.260, 208.27, 100, 0
2023/05/05 01:31:01.264, 208.27, 100, 0
2023/05/05 01:31:01.268, 208.27, 100, 0
2023/05/05 01:31:01.274, 207.68, 100, 0
2023/05/05 01:31:01.278, 207.68, 100, 0
2023/05/05 01:31:01.283, 207.68, 100, 0
2023/05/05 01:31:01.287, 207.68, 100, 0
2023/05/05 01:31:01.294, 207.68, 100, 0
2023/05/05 01:31:01.298, 207.68, 100, 0
2023/05/05 01:31:01.302, 207.68, 100, 0
2023/05/05 01:31:01.306, 207.68, 100, 0
2023/05/05 01:31:01.310, 207.68, 100, 0
2023/05/05 01:31:01.316, 207.68, 100, 0
2023/05/05 01:31:01.320, 207.68, 100, 0
2023/05/05 01:31:01.324, 207.68, 100, 0
2023/05/05 01:31:01.328, 207.68, 100, 0
2023/05/05 01:31:01.335, 207.68, 100, 0
2023/05/05 01:31:01.339, 207.68, 100, 0
2023/05/05 01:31:01.343, 207.68, 100, 0
2023/05/05 01:31:01.347, 207.68, 100, 0
2023/05/05 01:31:01.352, 207.68, 100, 0
2023/05/05 01:31:01.357, 207.68, 100, 0
2023/05/05 01:31:01.361, 207.97, 100, 0
2023/05/05 01:31:01.386, 207.97, 100, 0
2023/05/05 01:31:01.395, 207.97, 100, 0
2023/05/05 01:31:01.400, 207.97, 100, 0
2023/05/05 01:31:01.404, 207.97, 100, 0
2023/05/05 01:31:01.409, 207.97, 100, 0
2023/05/05 01:31:01.416, 207.97, 100, 0
2023/05/05 01:31:01.420, 207.97, 100, 0
2023/05/05 01:31:01.425, 207.97, 100, 0
2023/05/05 01:31:01.430, 207.97, 100, 0
2023/05/05 01:31:01.436, 207.97, 100, 0
2023/05/05 01:31:01.441, 207.97, 100, 0
2023/05/05 01:31:01.446, 207.97, 100, 0
2023/05/05 01:31:01.450, 207.97, 100, 0
2023/05/05 01:31:01.457, 207.97, 100, 0
2023/05/05 01:31:01.461, 207.97, 100, 0
2023/05/05 01:31:01.466, 207.97, 100, 0
2023/05/05 01:31:01.471, 207.97, 100, 0
2023/05/05 01:31:01.477, 208.36, 100, 0
2023/05/05 01:31:01.482, 208.36, 100, 0
2023/05/05 01:31:01.487, 208.36, 100, 0
2023/05/05 01:31:01.492, 208.36, 100, 0
2023/05/05 01:31:01.498, 208.36, 100, 0
2023/05/05 01:31:01.503, 208.36, 100, 0
2023/05/05 01:31:01.507, 208.36, 100, 0
2023/05/05 01:31:01.512, 208.36, 100, 0
2023/05/05 01:31:01.518, 208.36, 100, 0
2023/05/05 01:31:01.523, 208.36, 100, 0
2023/05/05 01:31:01.528, 208.36, 100, 0
2023/05/05 01:31:01.532, 208.36, 100, 0
2023/05/05 01:31:01.539, 208.36, 100, 0
2023/05/05 01:31:01.543, 208.36, 100, 0
2023/05/05 01:31:01.548, 208.36, 100, 0
2023/05/05 01:31:01.553, 208.36, 100, 0
2023/05/05 01:31:01.559, 208.36, 100, 0
2023/05/05 01:31:01.564, 208.36, 100, 0
2023/05/05 01:31:01.568, 208.36, 100, 0
2023/05/05 01:31:01.573, 208.36, 100, 0
2023/05/05 01:31:01.580, 208.46, 100, 0
2023/05/05 01:31:01.584, 208.46, 100, 0
2023/05/05 01:31:01.589, 208.46, 100, 0
2023/05/05 01:31:01.594, 208.46, 100, 0
2023/05/05 01:31:01.600, 208.46, 100, 0
2023/05/05 01:31:01.604, 208.46, 100, 0
2023/05/05 01:31:01.609, 208.46, 100, 0
2023/05/05 01:31:01.614, 208.46, 100, 0
2023/05/05 01:31:01.621, 208.46, 100, 0
2023/05/05 01:31:01.625, 208.46, 100, 0
2023/05/05 01:31:01.630, 208.46, 100, 0
2023/05/05 01:31:01.634, 208.46, 100, 0
2023/05/05 01:31:01.641, 208.46, 100, 0
2023/05/05 01:31:01.645, 208.46, 100, 0
2023/05/05 01:31:01.650, 208.46, 100, 0
2023/05/05 01:31:01.655, 208.46, 100, 0
2023/05/05 01:31:01.661, 208.46, 100, 0
2023/05/05 01:31:01.666, 208.46, 100, 0
2023/05/05 01:31:01.671, 208.46, 100, 0
2023/05/05 01:31:01.675, 208.46, 100, 0
2023/05/05 01:31:01.682, 209.03, 100, 0
2023/05/05 01:31:01.686, 209.03, 100, 0
2023/05/05 01:31:01.691, 209.03, 100, 0
2023/05/05 01:31:01.696, 209.03, 100, 0
2023/05/05 01:31:01.702, 209.03, 100, 0
2023/05/05 01:31:01.706, 209.03, 100, 0
2023/05/05 01:31:01.711, 209.03, 100, 0
2023/05/05 01:31:01.715, 209.03, 100, 0
2023/05/05 01:31:01.722, 209.03, 100, 0
2023/05/05 01:31:01.732, 209.03, 100, 0
2023/05/05 01:31:01.766, 209.03, 100, 0
2023/05/05 01:31:01.773, 209.03, 100, 0
2023/05/05 01:31:01.779, 209.03, 100, 0
2023/05/05 01:31:01.795, 209.13, 100, 0
2023/05/05 01:31:01.802, 209.13, 100, 0
2023/05/05 01:31:01.818, 209.13, 100, 0
2023/05/05 01:31:01.826, 209.13, 100, 0
2023/05/05 01:31:01.843, 209.13, 100, 0
2023/05/05 01:31:01.849, 209.13, 100, 0
2023/05/05 01:31:01.853, 209.13, 100, 0
2023/05/05 01:31:01.858, 209.13, 100, 0
2023/05/05 01:31:01.863, 209.13, 100, 0
2023/05/05 01:31:01.868, 209.13, 100, 0
2023/05/05 01:31:01.873, 209.13, 100, 0
2023/05/05 01:31:01.878, 209.13, 100, 0
2023/05/05 01:31:01.883, 209.13, 100, 0
2023/05/05 01:31:01.888, 208.56, 100, 0
2023/05/05 01:31:01.893, 208.56, 100, 0
2023/05/05 01:31:01.898, 208.56, 100, 0
2023/05/05 01:31:01.903, 208.56, 100, 0
2023/05/05 01:31:01.909, 208.56, 100, 0
2023/05/05 01:31:01.913, 208.56, 100, 0
2023/05/05 01:31:01.918, 208.56, 100, 0
2023/05/05 01:31:01.922, 208.56, 100, 0
2023/05/05 01:31:01.929, 208.56, 100, 0
2023/05/05 01:31:01.943, 208.56, 100, 0
2023/05/05 01:31:01.974, 208.56, 100, 0
2023/05/05 01:31:01.981, 208.56, 100, 0
2023/05/05 01:31:01.987, 208.84, 100, 0
2023/05/05 01:31:02.006, 208.84, 100, 0
2023/05/05 01:31:02.023, 208.84, 100, 0
2023/05/05 01:31:02.034, 208.84, 100, 0
2023/05/05 01:31:02.046, 208.84, 100, 0
2023/05/05 01:31:02.051, 208.84, 100, 0
2023/05/05 01:31:02.056, 208.84, 100, 0
2023/05/05 01:31:02.061, 208.84, 100, 0
2023/05/05 01:31:02.065, 208.84, 100, 0
2023/05/05 01:31:02.070, 208.84, 100, 0
2023/05/05 01:31:02.075, 208.84, 100, 0
2023/05/05 01:31:02.080, 208.84, 100, 0
2023/05/05 01:31:02.084, 208.84, 100, 0
2023/05/05 01:31:02.089, 208.84, 100, 0
2023/05/05 01:31:02.095, 208.65, 100, 0
2023/05/05 01:31:02.100, 208.65, 100, 0
2023/05/05 01:31:02.105, 208.65, 100, 0
2023/05/05 01:31:02.110, 208.65, 100, 0
