timestamp, utilization.gpu [%], pstate, temperature.gpu, clocks.current.sm [MHz], power.draw [W], power.draw.average [W], power.draw.instant [W]
2023/07/20 08:50:40.847, 0, P2, 62, 1695, 77.79, 77.79, 77.30
2023/07/20 08:50:40.860, 0, P2, 62, 1695, 77.79, 77.79, 77.30
2023/07/20 08:50:40.866, 0, P2, 62, 1695, 77.79, 77.79, 77.30
2023/07/20 08:50:40.873, 0, P2, 62, 1695, 77.79, 77.79, 77.30
2023/07/20 08:50:40.880, 0, P2, 62, 1695, 77.79, 77.79, 77.30
2023/07/20 08:50:40.887, 0, P2, 62, 1695, 77.79, 77.79, 77.30
2023/07/20 08:50:40.893, 0, P2, 62, 1695, 77.79, 77.79, 77.30
2023/07/20 08:50:40.900, 0, P2, 62, 1695, 77.79, 77.79, 77.30
2023/07/20 08:50:40.907, 0, P2, 62, 1695, 77.79, 77.79, 77.30
2023/07/20 08:50:40.914, 0, P2, 62, 1695, 77.79, 77.79, 77.30
2023/07/20 08:50:40.921, 0, P2, 62, 1695, 77.79, 77.79, 77.30
2023/07/20 08:50:40.927, 0, P2, 62, 1695, 77.79, 77.79, 77.30
2023/07/20 08:50:40.934, 0, P2, 62, 1695, 77.79, 77.79, 77.30
2023/07/20 08:50:40.941, 0, P2, 62, 1695, 77.74, 77.74, 77.36
2023/07/20 08:50:40.949, 0, P2, 62, 1695, 77.74, 77.74, 77.36
2023/07/20 08:50:40.955, 0, P2, 62, 1695, 77.74, 77.74, 77.36
2023/07/20 08:50:40.962, 0, P2, 62, 1695, 77.74, 77.74, 77.36
2023/07/20 08:50:40.969, 0, P2, 62, 1695, 77.74, 77.74, 77.36
2023/07/20 08:50:40.976, 0, P2, 62, 1695, 77.74, 77.74, 77.36
2023/07/20 08:50:40.983, 0, P2, 62, 1695, 77.74, 77.74, 77.36
2023/07/20 08:50:40.992, 0, P2, 62, 1695, 77.74, 77.74, 77.36
2023/07/20 08:50:40.999, 0, P2, 62, 1695, 77.74, 77.74, 77.36
2023/07/20 08:50:41.006, 0, P2, 62, 1695, 77.74, 77.74, 77.36
2023/07/20 08:50:41.013, 0, P2, 62, 1695, 77.74, 77.74, 77.36
2023/07/20 08:50:41.020, 0, P2, 62, 1695, 77.74, 77.74, 77.36
2023/07/20 08:50:41.026, 0, P2, 62, 1695, 77.74, 77.74, 77.36
2023/07/20 08:50:41.033, 0, P2, 62, 1695, 77.74, 77.74, 77.36
